year,date,decade,sample_window,headline,abstract,lead_paragraph,snippet,section,news_desk,type_of_material,document_type,word_count,keywords,url,text_without_keywords,text,tokens_without_keywords,tokens,clean_text,analysis_tokens,analysis_clean_text,text_token_count_without_keywords,text_token_count_with_keywords,quality_reasons,quality_score,quality_flag
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,A Prison Term in Tibet,"Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M)",,"Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M)",Opinion,Editorial Desk,Editorial,article,473.0,"China; Tibet; CHOEPEL, NGAWANG; Espionage; Editorials; Sentences (Criminal); Politics and Government; Freedom and Human Rights",https://www.nytimes.com/1997/01/02/opinion/a-prison-term-in-tibet.html,"A Prison Term in Tibet Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M)  Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M)","A Prison Term in Tibet Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M)  Editorial scores China for imposing harsh, 18-year prison sentence on 30-year-old Tibetan scholar Ngawang Choepel for espionage (M) China; Tibet; CHOEPEL, NGAWANG; Espionage; Editorials; Sentences (Criminal); Politics and Government; Freedom and Human Rights","['prison', 'term', 'tibet', 'editorial', 'scores', 'china', 'imposing', 'harsh', 'year', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage', 'editorial', 'scores', 'china', 'imposing', 'harsh', 'year', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage']","['prison', 'term', 'tibet', 'editorial', 'scores', 'china', 'imposing', 'harsh', 'year', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage', 'editorial', 'scores', 'china', 'imposing', 'harsh', 'year', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage', 'china', 'tibet', 'choepel', 'ngawang', 'espionage', 'editorials', 'sentences', 'criminal', 'politics', 'government', 'freedom', 'human_rights']",prison term tibet editorial scores china imposing harsh year prison sentence yearold tibetan scholar ngawang choepel espionage editorial scores china imposing harsh year prison sentence yearold tibetan scholar ngawang choepel espionage china tibet choepel ngawang espionage editorials sentences criminal politics government freedom human_rights,"['prison', 'term', 'tibet', 'scores', 'imposing', 'harsh', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage', 'scores', 'imposing', 'harsh', 'prison', 'sentence', 'yearold', 'tibetan', 'scholar', 'ngawang', 'choepel', 'espionage', 'tibet', 'choepel', 'ngawang', 'espionage', 'editorials', 'sentences', 'criminal', 'politics', 'government', 'freedom', 'human_rights']",prison term tibet scores imposing harsh prison sentence yearold tibetan scholar ngawang choepel espionage scores imposing harsh prison sentence yearold tibetan scholar ngawang choepel espionage tibet choepel ngawang espionage editorials sentences criminal politics government freedom human_rights,31,43,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,BOOKS : CHRISTOPHER ISHERWOOD,,,,Style,IHT News,,article,6272.0,,https://www.nytimes.com/1997/01/02/style/IHT-books-christopher-isherwood.html,BOOKS : CHRISTOPHER ISHERWOOD   ,BOOKS : CHRISTOPHER ISHERWOOD    ,"['books', 'christopher', 'isherwood']","['books', 'christopher', 'isherwood']",books christopher isherwood,"['books', 'christopher', 'isherwood']",books christopher isherwood,3,3,very_short_text_without_keywords; empty_or_nearly_empty_description; review_lifestyle_or_non_news_section,40,suspicious
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,China's Demand for Control Pits Ethics Against Profits,China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M),,China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M),Business,Business/Financial Desk,News,article,992.0,"China; Clinton, Bill; Foreign Investments; United States International Relations; International Trade and World Market; Politics and Government; China-International Relations-US; Economic Conditions and Trends",https://www.nytimes.com/1997/01/02/business/china-s-demand-for-control-pits-ethics-against-profits.html,China's Demand for Control Pits Ethics Against Profits China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M)  China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M),"China's Demand for Control Pits Ethics Against Profits China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M)  China is using its huge size and rapid growth rate in dictating terms under which it will open its markets to specific foreign businesses; Clinton Administration is unsure whther it is willing to confront political curbs China is imposing on trade and foreign investments; photo (M) China; Clinton, Bill; Foreign Investments; United States International Relations; International Trade and World Market; Politics and Government; China-International Relations-US; Economic Conditions and Trends","['chinas', 'demand', 'control', 'pits', 'ethics', 'profits', 'china', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'china', 'imposing', 'trade', 'foreign', 'investments', 'photo', 'china', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'china', 'imposing', 'trade', 'foreign', 'investments', 'photo']","['chinas', 'demand', 'control', 'pits', 'ethics', 'profits', 'china', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'china', 'imposing', 'trade', 'foreign', 'investments', 'photo', 'china', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'china', 'imposing', 'trade', 'foreign', 'investments', 'photo', 'china', 'clinton', 'bill', 'foreign', 'investments', 'united_states', 'international', 'relations', 'international', 'trade', 'world', 'market', 'politics', 'government', 'chinainternational', 'relationsus', 'economic', 'conditions', 'trends']",chinas demand control pits ethics profits china using huge size rapid growth rate dictating terms open markets specific foreign businesses clinton administration unsure whther willing confront political curbs china imposing trade foreign investments photo china using huge size rapid growth rate dictating terms open markets specific foreign businesses clinton administration unsure whther willing confront political curbs china imposing trade foreign investments photo china clinton bill foreign investments united_states international relations international trade world market politics government chinainternational relationsus economic conditions trends,"['demand', 'control', 'pits', 'ethics', 'profits', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'imposing', 'trade', 'foreign', 'investments', 'using', 'huge', 'size', 'rapid', 'growth', 'rate', 'dictating', 'terms', 'open', 'markets', 'specific', 'foreign', 'businesses', 'clinton', 'administration', 'unsure', 'whther', 'willing', 'confront', 'political', 'curbs', 'imposing', 'trade', 'foreign', 'investments', 'clinton', 'bill', 'foreign', 'investments', 'united_states', 'international', 'relations', 'international', 'trade', 'world', 'market', 'politics', 'government', 'chinainternational', 'relationsus', 'economic', 'conditions', 'trends']",demand control pits ethics profits using huge size rapid growth rate dictating terms open markets specific foreign businesses clinton administration unsure whther willing confront political curbs imposing trade foreign investments using huge size rapid growth rate dictating terms open markets specific foreign businesses clinton administration unsure whther willing confront political curbs imposing trade foreign investments clinton bill foreign investments united_states international relations international trade world market politics government chinainternational relationsus economic conditions trends,62,81,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,Hong Kong Isn't on Edge Despite China Takeover,"Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M)",,"Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M)",Business,Business/Financial Desk,News,article,840.0,Hong Kong; Great Britain; China; Foreign Investments; Economic Conditions and Trends,https://www.nytimes.com/1997/01/02/business/hong-kong-isn-t-on-edge-despite-china-takeover.html,"Hong Kong Isn't on Edge Despite China Takeover Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M)  Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M)","Hong Kong Isn't on Edge Despite China Takeover Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M)  Hong Kong's economy seems unperturbed by planned Chinese takeover, continuing to grow at 4.7 percent annual rate; foreign investors are generally bullish on Hong Kong's short-term outlook (M) Hong Kong; Great Britain; China; Foreign Investments; Economic Conditions and Trends","['hong_kong', 'isnt', 'edge', 'despite', 'china', 'takeover', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'chinese', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'chinese', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook']","['hong_kong', 'isnt', 'edge', 'despite', 'china', 'takeover', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'chinese', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'chinese', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook', 'hong_kong', 'great', 'britain', 'china', 'foreign', 'investments', 'economic', 'conditions', 'trends']",hong_kong isnt edge despite china takeover hong_kongs economy seems unperturbed planned chinese takeover continuing grow percent annual rate foreign investors generally bullish hong_kongs shortterm outlook hong_kongs economy seems unperturbed planned chinese takeover continuing grow percent annual rate foreign investors generally bullish hong_kongs shortterm outlook hong_kong great britain china foreign investments economic conditions trends,"['hong_kong', 'isnt', 'edge', 'despite', 'takeover', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook', 'hong_kongs', 'economy', 'seems', 'unperturbed', 'planned', 'takeover', 'continuing', 'grow', 'percent', 'annual', 'rate', 'foreign', 'investors', 'generally', 'bullish', 'hong_kongs', 'shortterm', 'outlook', 'hong_kong', 'great', 'britain', 'foreign', 'investments', 'economic', 'conditions', 'trends']",hong_kong isnt edge despite takeover hong_kongs economy seems unperturbed planned takeover continuing grow percent annual rate foreign investors generally bullish hong_kongs shortterm outlook hong_kongs economy seems unperturbed planned takeover continuing grow percent annual rate foreign investors generally bullish hong_kongs shortterm outlook hong_kong great britain foreign investments economic conditions trends,44,53,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,I Remember Larry,William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M),,William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M),Opinion,Editorial Desk,Op-Ed,article,667.0,"United States; Clinton, Bill; Finances; Ethics; Elections; Presidential Election of 1996",https://www.nytimes.com/1997/01/02/opinion/i-remember-larry.html,I Remember Larry William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M)  William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M),"I Remember Larry William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M)  William Safire Op-Ed column examines some new politico-economic aspects of Clinton Administration's Asian money scandal (M) United States; Clinton, Bill; Finances; Ethics; Elections; Presidential Election of 1996","['remember', 'larry', 'william', 'safire', 'oped', 'column', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal', 'william', 'safire', 'oped', 'column', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal']","['remember', 'larry', 'william', 'safire', 'oped', 'column', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal', 'william', 'safire', 'oped', 'column', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal', 'united_states', 'clinton', 'bill', 'finances', 'ethics', 'elections', 'presidential', 'election']",remember larry william safire oped column examines politicoeconomic aspects clinton administrations asian money scandal william safire oped column examines politicoeconomic aspects clinton administrations asian money scandal united_states clinton bill finances ethics elections presidential election,"['remember', 'larry', 'william', 'safire', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal', 'william', 'safire', 'examines', 'politicoeconomic', 'aspects', 'clinton', 'administrations', 'asian', 'money', 'scandal', 'united_states', 'clinton', 'bill', 'finances', 'ethics', 'elections', 'presidential', 'election']",remember larry william safire examines politicoeconomic aspects clinton administrations asian money scandal william safire examines politicoeconomic aspects clinton administrations asian money scandal united_states clinton bill finances ethics elections presidential election,26,34,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,INSIDE,,,,Business,Business/Financial Desk,Summary,article,164.0,,https://www.nytimes.com/1997/01/02/business/inside-993530.html,INSIDE   ,INSIDE    ,['inside'],['inside'],inside,['inside'],inside,1,1,very_short_text_without_keywords; empty_or_nearly_empty_description,60,suspicious
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,"Republican Fund-Raisers Found Asian Money, Too",Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S),,Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S),Opinion,Editorial Desk,Letter,article,189.0,"Clinton, Bill; Garchik, Jerome M; Finances; Elections; Presidential Election of 1996; Asian-Americans",https://www.nytimes.com/1997/01/02/opinion/l-republican-fund-raisers-found-asian-money-too-980935.html,"Republican Fund-Raisers Found Asian Money, Too Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S)  Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S)","Republican Fund-Raisers Found Asian Money, Too Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S)  Jerome M Garchik letter disputes December 28 article on fund-raising efforts by Pres Clinton's re-election campaign among Asian-Americans (S) Clinton, Bill; Garchik, Jerome M; Finances; Elections; Presidential Election of 1996; Asian-Americans","['republican', 'fundraisers', 'found', 'asian', 'money', 'jerome', 'garchik', 'letter', 'disputes', 'december', 'article', 'fundraising', 'efforts', 'pres', 'clintons', 'reelection', 'campaign', 'among', 'asianamericans', 'jerome', 'garchik', 'letter', 'disputes', 'december', 'article', 'fundraising', 'efforts', 'pres', 'clintons', 'reelection', 'campaign', 'among', 'asianamericans']","['republican', 'fundraisers', 'found', 'asian', 'money', 'jerome', 'garchik', 'letter', 'disputes', 'december', 'article', 'fundraising', 'efforts', 'pres', 'clintons', 'reelection', 'campaign', 'among', 'asianamericans', 'jerome', 'garchik', 'letter', 'disputes', 'december', 'article', 'fundraising', 'efforts', 'pres', 'clintons', 'reelection', 'campaign', 'among', 'asianamericans', 'clinton', 'bill', 'garchik', 'jerome', 'finances', 'elections', 'presidential', 'election', 'asianamericans']",republican fundraisers found asian money jerome garchik letter disputes december article fundraising efforts pres clintons reelection campaign among asianamericans jerome garchik letter disputes december article fundraising efforts pres clintons reelection campaign among asianamericans clinton bill garchik jerome finances elections presidential election asianamericans,"['republican', 'fundraisers', 'found', 'asian', 'money', 'jerome', 'garchik', 'disputes', 'december', 'fundraising', 'efforts', 'clintons', 'reelection', 'campaign', 'asianamericans', 'jerome', 'garchik', 'disputes', 'december', 'fundraising', 'efforts', 'clintons', 'reelection', 'campaign', 'asianamericans', 'clinton', 'bill', 'garchik', 'jerome', 'finances', 'elections', 'presidential', 'election', 'asianamericans']",republican fundraisers found asian money jerome garchik disputes december fundraising efforts clintons reelection campaign asianamericans jerome garchik disputes december fundraising efforts clintons reelection campaign asianamericans clinton bill garchik jerome finances elections presidential election asianamericans,33,42,letter_or_correction,80,suspicious
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,Sellers in Search of Buyers in a Global Marketplace,,,,Business,Business/Financial Desk,News,article,445.0,,https://www.nytimes.com/1997/01/02/business/sellers-in-search-of-buyers-in-a-global-marketplace.html,Sellers in Search of Buyers in a Global Marketplace   ,Sellers in Search of Buyers in a Global Marketplace    ,"['sellers', 'search', 'buyers', 'global', 'marketplace']","['sellers', 'search', 'buyers', 'global', 'marketplace']",sellers search buyers global marketplace,"['sellers', 'search', 'buyers', 'global', 'marketplace']",sellers search buyers global marketplace,5,5,very_short_text_without_keywords; empty_or_nearly_empty_description,60,suspicious
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,Some Big Rewards and Some Letdowns Overseas,Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï,,Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï,Business,Business/Financial Desk,News,article,1168.0,Japan; Foreign Investments; Currency; Stocks and Bonds,https://www.nytimes.com/1997/01/02/business/some-big-rewards-and-some-letdowns-overseas.html,Some Big Rewards and Some Letdowns Overseas Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï  Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï,Some Big Rewards and Some Letdowns Overseas Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï  Foreign stock performance in 1996 reviewed; poor performance of Japanese stocks for dollar-based investors obscures stronger results in other markets (M)ï Japan; Foreign Investments; Currency; Stocks and Bonds,"['big', 'rewards', 'letdowns', 'overseas', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets']","['big', 'rewards', 'letdowns', 'overseas', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets', 'japan', 'foreign', 'investments', 'currency', 'stocks', 'bonds']",big rewards letdowns overseas foreign stock performance reviewed poor performance japanese stocks dollarbased investors obscures stronger results markets foreign stock performance reviewed poor performance japanese stocks dollarbased investors obscures stronger results markets japan foreign investments currency stocks bonds,"['big', 'rewards', 'letdowns', 'overseas', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets', 'foreign', 'stock', 'performance', 'reviewed', 'poor', 'performance', 'japanese', 'stocks', 'dollarbased', 'investors', 'obscures', 'stronger', 'results', 'markets', 'japan', 'foreign', 'investments', 'currency', 'stocks', 'bonds']",big rewards letdowns overseas foreign stock performance reviewed poor performance japanese stocks dollarbased investors obscures stronger results markets foreign stock performance reviewed poor performance japanese stocks dollarbased investors obscures stronger results markets japan foreign investments currency stocks bonds,32,38,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,Specs: An Expense of Spirit and Cash,Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M),,Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M),Home & Garden,Home Desk,News,article,899.0,"Goldsmith, Olivia; HOUSING",https://www.nytimes.com/1997/01/02/garden/specs-an-expense-of-spirit-and-cash.html,Specs: An Expense of Spirit and Cash Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M)  Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M),"Specs: An Expense of Spirit and Cash Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M)  Olivia Goldsmith article details unexpected costs involved in renovating her 1803 house; photo (M) Goldsmith, Olivia; HOUSING","['specs', 'expense', 'spirit', 'cash', 'olivia', 'goldsmith', 'article', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'photo', 'olivia', 'goldsmith', 'article', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'photo']","['specs', 'expense', 'spirit', 'cash', 'olivia', 'goldsmith', 'article', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'photo', 'olivia', 'goldsmith', 'article', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'photo', 'goldsmith', 'olivia', 'housing']",specs expense spirit cash olivia goldsmith article details unexpected costs involved renovating house photo olivia goldsmith article details unexpected costs involved renovating house photo goldsmith olivia housing,"['specs', 'expense', 'spirit', 'cash', 'olivia', 'goldsmith', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'olivia', 'goldsmith', 'details', 'unexpected', 'costs', 'involved', 'renovating', 'house', 'goldsmith', 'olivia', 'housing']",specs expense spirit cash olivia goldsmith details unexpected costs involved renovating house olivia goldsmith details unexpected costs involved renovating house goldsmith olivia housing,24,27,,100,keep
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,WHAT'S AHEAD: Hong Kong's New Owner,,,,Business,Business/Financial Desk,News,article,55.0,,https://www.nytimes.com/1997/01/02/business/what-s-ahead-hong-kong-s-new-owner.html,WHAT'S AHEAD: Hong Kong's New Owner   ,WHAT'S AHEAD: Hong Kong's New Owner    ,"['whats', 'ahead', 'hong_kongs', 'owner']","['whats', 'ahead', 'hong_kongs', 'owner']",whats ahead hong_kongs owner,"['whats', 'ahead', 'hong_kongs', 'owner']",whats ahead hong_kongs owner,4,4,very_short_text_without_keywords; empty_or_nearly_empty_description,60,suspicious
1997,1997-01-02T05:00:00Z,1990s,Jan-Feb,What's Behind CITIC's Insider Share Sale?,"What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif",,"What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif",Business,IHT News,,article,4353.0,,https://www.nytimes.com/1997/01/02/business/worldbusiness/IHT-whats-behind-citics-insider-share-sale.html,"What's Behind CITIC's Insider Share Sale? What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif  What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif","What's Behind CITIC's Insider Share Sale? What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif  What in the world is CITIC up to?. The mainland Chinese company and its Hong Kong offspring, CITIC Pacific Ltd., are supposed to set the standard for transparency and corporate governance in this colony — so the announcement Monday that CITIC Pacif ","['whats', 'behind', 'citics', 'insider', 'share', 'sale', 'world', 'citic', 'mainland', 'chinese', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif', 'world', 'citic', 'mainland', 'chinese', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif']","['whats', 'behind', 'citics', 'insider', 'share', 'sale', 'world', 'citic', 'mainland', 'chinese', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif', 'world', 'citic', 'mainland', 'chinese', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif']",whats behind citics insider share sale world citic mainland chinese company hong_kong offspring citic pacific ltd supposed set standard transparency corporate governance colony announcement monday citic pacif world citic mainland chinese company hong_kong offspring citic pacific ltd supposed set standard transparency corporate governance colony announcement monday citic pacif,"['whats', 'behind', 'citics', 'insider', 'share', 'sale', 'world', 'citic', 'mainland', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif', 'world', 'citic', 'mainland', 'company', 'hong_kong', 'offspring', 'citic', 'pacific', 'ltd', 'supposed', 'set', 'standard', 'transparency', 'corporate', 'governance', 'colony', 'announcement', 'monday', 'citic', 'pacif']",whats behind citics insider share sale world citic mainland company hong_kong offspring citic pacific ltd supposed set standard transparency corporate governance colony announcement monday citic pacif world citic mainland company hong_kong offspring citic pacific ltd supposed set standard transparency corporate governance colony announcement monday citic pacif,48,48,,100,keep
